id,text,intent,escalation_label,difficulty,annotation_note,human_verified,suggested_intent
158,@AmazonHelp It was a kindle. i was refused refund until item is back at your warehouse even though you confirmed it's with the https://t.co/RCSmuJlM3z is no longer prime waste of money. Told I can't have a refund on my monthly subscription for this month as I have used service previously,cancellation,AUTO_HANDLE,hard,,false,cancellation
159,@AmazonHelp I dont have time to fill this out. Can I DM you the order number for you to sort? Because if it isn't here by 5pm today I will be cancelling the order,cancellation,AUTO_HANDLE,hard,,false,cancellation
160,"@AmazonHelp If the item is delayed, whats the use of my prime membership then?? Amazon doesn’t respect its promises. Not getting prime membership again",cancellation,AUTO_HANDLE,hard,,false,cancellation
161,"@AmazonHelp Why don't u take initiative to report this on behalf of me, it will look better rght ? Will u return my prime membership amount ? I thnk it's of no use, before buying it shown 2-3 days, expected on 23 but after purchased shown before 25, dnt u thnk u making fool by prime tag name",cancellation,AUTO_HANDLE,hard,,false,cancellation
162,@AmazonHelp Today an 8.37 pm received mail that account got blocked 😞 why is this happening to me and Amazon cancelled my 3 order which was placed today,cancellation,AUTO_HANDLE,hard,,false,cancellation
163,@AmazonHelp Ordered the new oasis 32g - guaranteed delivery October 31 - had to cancel b/c it doesn’t come until the 7th &amp; I needed it by tomorrow,cancellation,AUTO_HANDLE,hard,,false,cancellation
164,"@AmazonHelp 
Amazon US has charged me for my Prime membership on Nov 13. I subscribed on Amazon Canada on Aug 02 for one year.",cancellation,AUTO_HANDLE,hard,,false,cancellation
165,"@AmazonHelp Amazon prime 1 year plan, which i cancelled over a year ago because of fraud on my account so if i cancelled it how are you still taking money? Why do you still have my bank details?",cancellation,AUTO_HANDLE,hard,,false,cancellation
166,"@115851 i know you probably will never read this but in the last month or so ur Prime membership has failed to deliver within the ""guaranteed"" time..kinda makes me think twice if having Prime is even worth it anymore @AmazonHelp #changeisalwaysgood no prime will teach patience",cancellation,AUTO_HANDLE,hard,,false,cancellation
167,"@AmazonHelp When i launch amazon App on android fone a main window appeared and asked me to change the password. There was no other option to skip or cancel, bit weird it never occured before. Have been using amazon app for years.",cancellation,AUTO_HANDLE,hard,,false,cancellation
168,"@AmazonHelp Nope everything I've ordered I've received already and their payments are also on my statement, and I have no subscriptions",cancellation,AUTO_HANDLE,hard,,false,cancellation
169,@169215 @AmazonHelp @115850 Even I agree there customer care is worst then Paytm..,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
170,"Hi @AmazonHelp @116618 HDR/4K content looks incredibly washed/out dull on my new TCL/Roku TV. Is that (picture attached) the ""normal"" look or it or is there a problem with the TV or the app (HDR looks great and vibrant on some apps, terrible on others) https://t.co/OCSfLnAK2K",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
171,@AmazonHelp Worst coustmer  serivce got form ur end.,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
172,"@AmazonHelp , the worst service u have really, https://t.co/XIvZQf9E7a",complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
173,"@178205 @AmazonHelp I agree! Intelcom is THE WORST! Pkgs show up late in evening, terrible website tracking. It's not just a certain order, it's ALL Orders",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
174,AMZL_US or Amazon Logistics is the worst delivery service ever devised.  and @AmazonHelp could care less.  They are losing business and prime members.,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
175,"@115850 if you wish to not to deliver my products, no worries. Pls give my money back🙏🏽
@AmazonHelp #amazonworst",complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
176,"@AmazonHelp it's not even out for delivery so tell me how exactly its going to get here today. Last time it was out for delivery @ 3 pm and was sent back to the facility for ""running out of time"" please tell me how this package will now make it on time. You guys are the worst.",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
177,@115850 @AmazonHelp @13938 worst support i hv gt frm Amazon &amp; it's Seller for defective item.,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
178,@AmazonHelp have provided terrible service,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
179,"@AmazonHelp  I am not angry but very disappointed by you guys.
I paid what you ask but didn't get
Product which you mention on website. Please do needful",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
180,@AmazonHelp I've purchased a book not share of any big company ..plz don't try to convince me via this kind of extremely worst excuse. Proper response awaited 👿👿👿,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
181,"@AmazonHelp Ordered a phone twice, never got it saying it was damaged in transit What a joke? Worst Service in India ever. @115851",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
182,"@AmazonHelp @AmazonHelp @115850 
Now after 13 days and approx 25 + follow-up executive saying my packet may be lost
#worstexcusesforstealing
#cheaters",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
183,"@115821 @AmazonHelp I’ve been a customer for 15 years and spent tens of thousands of dollars but due to a terrible experience with customer service tonight, I’m thinking of canceling my Prime membership and using other services. Train your agents better. #deleteamazon https://t.co/zGCrNRlLq0",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
184,@AmazonHelp Undelivered product and worst customer care.what u think a company outside of India come here and harasse Indian people and we will let u go,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
185,@AmazonHelp I have contacted seller support every single day and they don’t reply. I’m so angry and frustrated plus they already charged me $39.99,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
186,@AmazonHelp Worst return service by @115850 ...Agreed?,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
187,@AmazonHelp Check your dm I nuh tryina rinse Alyuh our and look like an angry idiot on my time line,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
188,@AmazonHelp Had terrible experience with Amazon India. The customer care staff is also of no assistance. Kindly reply me in quick time and resolve my issue. Worst online shopping experience ever. Will make sure to provide negative reviews of Amazon on as many platforms possible👎,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
189,"@AmazonHelp I wasn't refunded my promo credit, now I've been on the chat for 2 hours and your staff seem to make this worst for you.",complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
190,@AmazonHelp I think this is the worst customer support of @115821,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
191,@AmazonHelp Terrible experience ever. Would have routed through other o line service rather the  amazon,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
192,"@AmazonHelp Another promise not delivered properly @AmazonHelp  the time frame is increasing day by day, worst service. https://t.co/5RGAmWzw56",complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
193,@AmazonHelp @115850 and @AmazonHelp weekend is here even d details r provided.. still no response  #irritated #worstexperience #verydisgustingservice,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
194,@AmazonHelp I am more angry about the appalling service than I am the package being late! Right now I hate Amazon and refuse to purchase from you again!,complaint_frustration,AUTO_HANDLE,hard,,false,complaint_frustration
195,@AmazonHelp Still nothing guys. Worst customer service I've ever encountered. Where can I send a formal complaint?,complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
196,"@AmazonHelp R u befooling customer or what, you have taken money,dlvr product to someone else. I should only wait.#amazonisworst",complaint_frustration,AUTO_HANDLE,easy,,false,complaint_frustration
